method,classifier,C,gamma,seed,fold,OA,macro_F1,kappa
USP,svm,1.000000,scale,45,0,1.000000,1.000000,1.000000
USP,svm,10.000000,scale,45,0,1.000000,1.000000,1.000000
USP,svm,100.000000,scale,45,0,1.000000,1.000000,1.000000
USP,rbf_svm,0.100000,0.001,45,0,0.076923,0.023810,0.000000
USP,rbf_svm,0.100000,0.01,45,0,0.435897,0.306235,0.337452
USP,rbf_svm,0.100000,0.1,45,0,0.897436,0.909524,0.872445
USP,rbf_svm,0.100000,1,45,0,0.307692,0.224790,0.209459
USP,rbf_svm,0.100000,10,45,0,0.076923,0.023810,0.000000
USP,rbf_svm,1.000000,0.001,45,0,0.205128,0.116402,0.110375
USP,rbf_svm,1.000000,0.01,45,0,0.923077,0.940282,0.903386
USP,rbf_svm,1.000000,0.1,45,0,0.974359,0.984817,0.967500
USP,rbf_svm,1.000000,1,45,0,0.820513,0.848269,0.767857
USP,rbf_svm,1.000000,10,45,0,0.435897,0.270833,0.220000
USP,rbf_svm,10.000000,0.001,45,0,0.923077,0.940282,0.903386
USP,rbf_svm,10.000000,0.01,45,0,1.000000,1.000000,1.000000
USP,rbf_svm,10.000000,0.1,45,0,0.948718,0.962451,0.934728
USP,rbf_svm,10.000000,1,45,0,0.871795,0.876014,0.834184
USP,rbf_svm,10.000000,10,45,0,0.461538,0.286252,0.255455
USP,rbf_svm,100.000000,0.001,45,0,1.000000,1.000000,1.000000
USP,rbf_svm,100.000000,0.01,45,0,1.000000,1.000000,1.000000
USP,rbf_svm,100.000000,0.1,45,0,0.948718,0.962451,0.934728
USP,rbf_svm,100.000000,1,45,0,0.871795,0.876014,0.834184
USP,rbf_svm,100.000000,10,45,0,0.461538,0.286252,0.255455
SNV,svm,0.010000,scale,45,0,0.923077,0.927778,0.903941
SNV,svm,0.100000,scale,45,0,0.923077,0.927778,0.903941
SNV,svm,1.000000,scale,45,0,0.871795,0.870437,0.841721
SNV,svm,10.000000,scale,45,0,0.897436,0.895277,0.872236
SNV,svm,100.000000,scale,45,0,0.897436,0.895277,0.872236
SNV,rbf_svm,0.100000,0.001,45,0,0.076923,0.023810,0.000000
SNV,rbf_svm,0.100000,0.01,45,0,0.076923,0.023810,0.000000
SNV,rbf_svm,0.100000,0.1,45,0,0.564103,0.606176,0.495434
SNV,rbf_svm,0.100000,1,45,0,0.076923,0.023810,0.000000
SNV,rbf_svm,0.100000,10,45,0,0.076923,0.023810,0.000000
SNV,rbf_svm,1.000000,0.001,45,0,0.076923,0.024390,-0.002141
SNV,rbf_svm,1.000000,0.01,45,0,0.948718,0.960317,0.935537
SNV,rbf_svm,1.000000,0.1,45,0,0.974359,0.984817,0.967500
SNV,rbf_svm,1.000000,1,45,0,0.641026,0.550926,0.518094
SNV,rbf_svm,1.000000,10,45,0,0.282051,0.073333,0.000000
SNV,rbf_svm,10.000000,0.001,45,0,0.948718,0.960317,0.935537
SNV,rbf_svm,10.000000,0.01,45,0,0.974359,0.979243,0.967635
SNV,rbf_svm,10.000000,0.1,45,0,0.974359,0.984817,0.967500
SNV,rbf_svm,10.000000,1,45,0,0.666667,0.564557,0.552515
SNV,rbf_svm,10.000000,10,45,0,0.358974,0.149443,0.107143
SNV,rbf_svm,100.000000,0.001,45,0,0.923077,0.927778,0.903941
SNV,rbf_svm,100.000000,0.01,45,0,0.974359,0.979243,0.967635
SNV,rbf_svm,100.000000,0.1,45,0,0.974359,0.984817,0.967500
SNV,rbf_svm,100.000000,1,45,0,0.666667,0.564557,0.552515
SNV,rbf_svm,100.000000,10,45,0,0.358974,0.149443,0.107143
USP,svm,0.010000,scale,45,1,0.897436,0.922103,0.872757
USP,svm,0.100000,scale,45,1,0.923077,0.940212,0.904645
USP,svm,1.000000,scale,45,1,0.948718,0.959482,0.936222
USP,svm,10.000000,scale,45,1,0.948718,0.959482,0.936222
USP,svm,100.000000,scale,45,1,0.948718,0.959482,0.936222
USP,rbf_svm,0.100000,0.001,45,1,0.076923,0.023810,0.000000
USP,rbf_svm,0.100000,0.01,45,1,0.307692,0.237037,0.214765
USP,rbf_svm,0.100000,0.1,45,1,0.871795,0.881627,0.842742
USP,rbf_svm,0.100000,1,45,1,0.487179,0.469444,0.402299
USP,rbf_svm,0.100000,10,45,1,0.076923,0.023810,0.000000
USP,rbf_svm,1.000000,0.001,45,1,0.282051,0.183862,0.171472
USP,rbf_svm,1.000000,0.01,45,1,0.923077,0.940212,0.904645
USP,rbf_svm,1.000000,0.1,45,1,0.948718,0.959482,0.936222
USP,rbf_svm,1.000000,1,45,1,0.923077,0.946443,0.903465
USP,rbf_svm,1.000000,10,45,1,0.461538,0.417809,0.288445
USP,rbf_svm,10.000000,0.001,45,1,0.923077,0.940212,0.904645
USP,rbf_svm,10.000000,0.01,45,1,0.948718,0.959482,0.936222
USP,rbf_svm,10.000000,0.1,45,1,0.948718,0.959482,0.936222
USP,rbf_svm,10.000000,1,45,1,0.923077,0.946443,0.903465
USP,rbf_svm,10.000000,10,45,1,0.564103,0.478060,0.421970
USP,rbf_svm,100.000000,0.001,45,1,0.948718,0.959482,0.936222
USP,rbf_svm,100.000000,0.01,45,1,0.948718,0.959482,0.936222
USP,rbf_svm,100.000000,0.1,45,1,0.948718,0.959482,0.936222
USP,rbf_svm,100.000000,1,45,1,0.923077,0.946443,0.903465
USP,rbf_svm,100.000000,10,45,1,0.564103,0.478060,0.421970
SNV,svm,0.010000,scale,45,1,0.871795,0.894055,0.842615
SNV,svm,0.100000,scale,45,1,0.897436,0.916330,0.873479
SNV,svm,1.000000,scale,45,1,0.923077,0.935600,0.904801
SNV,svm,10.000000,scale,45,1,0.923077,0.935600,0.904801
SNV,svm,100.000000,scale,45,1,0.923077,0.935600,0.904801
SNV,rbf_svm,0.100000,0.001,45,1,0.076923,0.023810,0.000000
SNV,rbf_svm,0.100000,0.01,45,1,0.076923,0.023810,0.000000
SNV,rbf_svm,0.100000,0.1,45,1,0.538462,0.580696,0.469789
SNV,rbf_svm,0.100000,1,45,1,0.076923,0.023810,0.000000
SNV,rbf_svm,0.100000,10,45,1,0.076923,0.023810,0.000000
SNV,rbf_svm,1.000000,0.001,45,1,0.256410,0.068027,0.000000
SNV,rbf_svm,1.000000,0.01,45,1,0.871795,0.894055,0.842615
SNV,rbf_svm,1.000000,0.1,45,1,0.948718,0.963256,0.935961
SNV,rbf_svm,1.000000,1,45,1,0.564103,0.533700,0.415344
SNV,rbf_svm,1.000000,10,45,1,0.256410,0.068027,0.000000
SNV,rbf_svm,10.000000,0.001,45,1,0.897436,0.916330,0.873479
SNV,rbf_svm,10.000000,0.01,45,1,0.923077,0.935600,0.904801
SNV,rbf_svm,10.000000,0.1,45,1,0.948718,0.963256,0.935961
SNV,rbf_svm,10.000000,1,45,1,0.615385,0.564925,0.485035
SNV,rbf_svm,10.000000,10,45,1,0.307692,0.105133,0.036597
SNV,rbf_svm,100.000000,0.001,45,1,0.923077,0.935600,0.904801
SNV,rbf_svm,100.000000,0.01,45,1,0.923077,0.939447,0.904412
SNV,rbf_svm,100.000000,0.1,45,1,0.948718,0.963256,0.935961
SNV,rbf_svm,100.000000,1,45,1,0.615385,0.564925,0.485035
SNV,rbf_svm,100.000000,10,45,1,0.307692,0.105133,0.036597
USP,svm,0.010000,scale,45,2,0.846154,0.838360,0.809911
USP,svm,0.100000,scale,45,2,0.948718,0.926587,0.935590
USP,svm,1.000000,scale,45,2,0.948718,0.926587,0.935590
USP,svm,10.000000,scale,45,2,0.948718,0.926587,0.935590
USP,svm,100.000000,scale,45,2,0.948718,0.926587,0.935590
USP,rbf_svm,0.100000,0.001,45,2,0.076923,0.023810,0.000000
USP,rbf_svm,0.100000,0.01,45,2,0.333333,0.246349,0.233560
USP,rbf_svm,0.100000,0.1,45,2,0.846154,0.835986,0.810219
USP,rbf_svm,0.100000,1,45,2,0.589744,0.589377,0.478697
USP,rbf_svm,0.100000,10,45,2,0.076923,0.023810,0.000000
USP,rbf_svm,1.000000,0.001,45,2,0.282051,0.224320,0.170843
USP,rbf_svm,1.000000,0.01,45,2,0.871795,0.858605,0.841076
USP,rbf_svm,1.000000,0.1,45,2,0.923077,0.900794,0.904020
USP,rbf_svm,1.000000,1,45,2,0.820513,0.835362,0.771165
USP,rbf_svm,1.000000,10,45,2,0.615385,0.541145,0.493068
USP,rbf_svm,10.000000,0.001,45,2,0.871795,0.858605,0.841076
USP,rbf_svm,10.000000,0.01,45,2,0.948718,0.926587,0.935590
USP,rbf_svm,10.000000,0.1,45,2,0.923077,0.911436,0.903465
USP,rbf_svm,10.000000,1,45,2,0.871795,0.872150,0.836957
USP,rbf_svm,10.000000,10,45,2,0.564103,0.472504,0.421466
USP,rbf_svm,100.000000,0.001,45,2,0.948718,0.926587,0.935590
USP,rbf_svm,100.000000,0.01,45,2,0.948718,0.926587,0.935590
USP,rbf_svm,100.000000,0.1,45,2,0.923077,0.911436,0.903465
USP,rbf_svm,100.000000,1,45,2,0.871795,0.872150,0.836957
USP,rbf_svm,100.000000,10,45,2,0.564103,0.472504,0.421466
SNV,svm,0.010000,scale,45,2,0.871795,0.817821,0.838308
SNV,svm,0.100000,scale,45,2,0.948718,0.931217,0.936222
SNV,svm,1.000000,scale,45,2,0.923077,0.893254,0.904412
SNV,svm,10.000000,scale,45,2,0.923077,0.893254,0.904412
SNV,svm,100.000000,scale,45,2,0.923077,0.893254,0.904412
SNV,rbf_svm,0.100000,0.001,45,2,0.076923,0.023810,0.000000
SNV,rbf_svm,0.100000,0.01,45,2,0.076923,0.023810,0.000000
SNV,rbf_svm,0.100000,0.1,45,2,0.538462,0.586528,0.470189
SNV,rbf_svm,0.100000,1,45,2,0.076923,0.023810,0.000000
SNV,rbf_svm,0.100000,10,45,2,0.076923,0.023810,0.000000
SNV,rbf_svm,1.000000,0.001,45,2,0.256410,0.068027,0.000000
SNV,rbf_svm,1.000000,0.01,45,2,0.923077,0.900794,0.904020
SNV,rbf_svm,1.000000,0.1,45,2,0.897436,0.914174,0.870000
SNV,rbf_svm,1.000000,1,45,2,0.692308,0.671732,0.596552
SNV,rbf_svm,1.000000,10,45,2,0.256410,0.068027,0.000000
SNV,rbf_svm,10.000000,0.001,45,2,0.923077,0.900794,0.904020
SNV,rbf_svm,10.000000,0.01,45,2,0.923077,0.911436,0.903465
SNV,rbf_svm,10.000000,0.1,45,2,0.948718,0.944444,0.935108
SNV,rbf_svm,10.000000,1,45,2,0.794872,0.737188,0.732877
SNV,rbf_svm,10.000000,10,45,2,0.384615,0.174948,0.145985
SNV,rbf_svm,100.000000,0.001,45,2,0.923077,0.900132,0.903941
SNV,rbf_svm,100.000000,0.01,45,2,0.923077,0.916727,0.903386
SNV,rbf_svm,100.000000,0.1,45,2,0.948718,0.944444,0.935108
SNV,rbf_svm,100.000000,1,45,2,0.794872,0.737188,0.732877
SNV,rbf_svm,100.000000,10,45,2,0.384615,0.174948,0.145985
USP,svm,0.010000,scale,45,3,0.894737,0.896675,0.867826
USP,svm,0.100000,scale,45,3,0.973684,0.972710,0.967014
USP,svm,1.000000,scale,45,3,1.000000,1.000000,1.000000
USP,svm,10.000000,scale,45,3,1.000000,1.000000,1.000000
USP,svm,100.000000,scale,45,3,1.000000,1.000000,1.000000
USP,rbf_svm,0.100000,0.001,45,3,0.078947,0.024390,0.000000
USP,rbf_svm,0.100000,0.01,45,3,0.368421,0.259165,0.269231
USP,rbf_svm,0.100000,0.1,45,3,0.868421,0.874074,0.836207
USP,rbf_svm,0.100000,1,45,3,0.263158,0.307987,0.160883
USP,rbf_svm,0.100000,10,45,3,0.078947,0.024390,0.000000
USP,rbf_svm,1.000000,0.001,45,3,0.315789,0.221070,0.201293
USP,rbf_svm,1.000000,0.01,45,3,0.921053,0.937255,0.901554
USP,rbf_svm,1.000000,0.1,45,3,1.000000,1.000000,1.000000
USP,rbf_svm,1.000000,1,45,3,0.894737,0.883333,0.865009
USP,rbf_svm,1.000000,10,45,3,0.368421,0.230519,0.146067
USP,rbf_svm,10.000000,0.001,45,3,0.921053,0.928260,0.901724
USP,rbf_svm,10.000000,0.01,45,3,0.973684,0.972710,0.967014
USP,rbf_svm,10.000000,0.1,45,3,1.000000,1.000000,1.000000
USP,rbf_svm,10.000000,1,45,3,0.894737,0.883333,0.865009
USP,rbf_svm,10.000000,10,45,3,0.473684,0.296296,0.285714
USP,rbf_svm,100.000000,0.001,45,3,0.973684,0.972710,0.967014
USP,rbf_svm,100.000000,0.01,45,3,1.000000,1.000000,1.000000
USP,rbf_svm,100.000000,0.1,45,3,1.000000,1.000000,1.000000
USP,rbf_svm,100.000000,1,45,3,0.894737,0.883333,0.865009
USP,rbf_svm,100.000000,10,45,3,0.473684,0.296296,0.285714
SNV,svm,0.010000,scale,45,3,0.868421,0.834402,0.834206
SNV,svm,0.100000,scale,45,3,0.973684,0.978408,0.966957
SNV,svm,1.000000,scale,45,3,0.947368,0.961415,0.933856
SNV,svm,10.000000,scale,45,3,0.973684,0.983982,0.966812
SNV,svm,100.000000,scale,45,3,0.973684,0.983982,0.966812
SNV,rbf_svm,0.100000,0.001,45,3,0.078947,0.024390,0.000000
SNV,rbf_svm,0.100000,0.01,45,3,0.078947,0.024390,0.000000
SNV,rbf_svm,0.100000,0.1,45,3,0.552632,0.590524,0.485259
SNV,rbf_svm,0.100000,1,45,3,0.078947,0.024390,0.000000
SNV,rbf_svm,0.100000,10,45,3,0.078947,0.024390,0.000000
SNV,rbf_svm,1.000000,0.001,45,3,0.315789,0.159091,0.091912
SNV,rbf_svm,1.000000,0.01,45,3,0.868421,0.834402,0.834206
SNV,rbf_svm,1.000000,0.1,45,3,0.947368,0.944006,0.933157
SNV,rbf_svm,1.000000,1,45,3,0.657895,0.497354,0.537453
SNV,rbf_svm,1.000000,10,45,3,0.263158,0.069444,0.000000
SNV,rbf_svm,10.000000,0.001,45,3,0.868421,0.834402,0.834206
SNV,rbf_svm,10.000000,0.01,45,3,0.947368,0.961415,0.933856
SNV,rbf_svm,10.000000,0.1,45,3,0.947368,0.944006,0.933157
SNV,rbf_svm,10.000000,1,45,3,0.657895,0.497354,0.537453
SNV,rbf_svm,10.000000,10,45,3,0.473684,0.224556,0.264279
SNV,rbf_svm,100.000000,0.001,45,3,0.947368,0.961415,0.933856
SNV,rbf_svm,100.000000,0.01,45,3,0.973684,0.983982,0.966812
SNV,rbf_svm,100.000000,0.1,45,3,0.921053,0.922743,0.899293
SNV,rbf_svm,100.000000,1,45,3,0.657895,0.497354,0.537453
SNV,rbf_svm,100.000000,10,45,3,0.473684,0.224556,0.264279
USP,svm,0.010000,scale,45,4,0.868421,0.846439,0.835782
USP,svm,0.100000,scale,45,4,0.947368,0.921693,0.934028
USP,svm,1.000000,scale,45,4,0.947368,0.932997,0.933624
USP,svm,10.000000,scale,45,4,0.947368,0.932997,0.933624
USP,svm,100.000000,scale,45,4,0.947368,0.932997,0.933624
USP,rbf_svm,0.100000,0.001,45,4,0.289474,0.144691,0.157635
USP,rbf_svm,0.100000,0.01,45,4,0.447368,0.279589,0.329975
USP,rbf_svm,0.100000,0.1,45,4,0.868421,0.846212,0.834350
USP,rbf_svm,0.100000,1,45,4,0.315789,0.159722,0.044487
USP,rbf_svm,0.100000,10,45,4,0.289474,0.074830,0.000000
USP,rbf_svm,1.000000,0.001,45,4,0.552632,0.308889,0.419587
USP,rbf_svm,1.000000,0.01,45,4,0.894737,0.868783,0.868056
USP,rbf_svm,1.000000,0.1,45,4,0.921053,0.891330,0.900437
USP,rbf_svm,1.000000,1,45,4,0.868421,0.829411,0.829596
USP,rbf_svm,1.000000,10,45,4,0.447368,0.330509,0.236364
USP,rbf_svm,10.000000,0.001,45,4,0.894737,0.861111,0.868852
USP,rbf_svm,10.000000,0.01,45,4,0.947368,0.932275,0.933682
USP,rbf_svm,10.000000,0.1,45,4,0.921053,0.894372,0.900437
USP,rbf_svm,10.000000,1,45,4,0.894737,0.843407,0.863799
USP,rbf_svm,10.000000,10,45,4,0.394737,0.298948,0.186220
USP,rbf_svm,100.000000,0.001,45,4,0.947368,0.927391,0.933913
USP,rbf_svm,100.000000,0.01,45,4,0.947368,0.932275,0.933682
USP,rbf_svm,100.000000,0.1,45,4,0.921053,0.894372,0.900437
USP,rbf_svm,100.000000,1,45,4,0.894737,0.843407,0.863799
USP,rbf_svm,100.000000,10,45,4,0.394737,0.298948,0.186220
SNV,svm,0.010000,scale,45,4,0.921053,0.883730,0.901042
SNV,svm,0.100000,scale,45,4,0.947368,0.932275,0.933682
SNV,svm,1.000000,scale,45,4,0.947368,0.932275,0.933682
SNV,svm,10.000000,scale,45,4,0.947368,0.932275,0.933682
SNV,svm,100.000000,scale,45,4,0.947368,0.932275,0.933682
SNV,rbf_svm,0.100000,0.001,45,4,0.368421,0.180340,0.163303
SNV,rbf_svm,0.100000,0.01,45,4,0.342105,0.159345,0.115456
SNV,rbf_svm,0.100000,0.1,45,4,0.842105,0.828261,0.796064
SNV,rbf_svm,0.100000,1,45,4,0.315789,0.159722,0.044487
SNV,rbf_svm,0.100000,10,45,4,0.289474,0.074830,0.000000
SNV,rbf_svm,1.000000,0.001,45,4,0.289474,0.074830,0.000000
SNV,rbf_svm,1.000000,0.01,45,4,0.947368,0.932275,0.933682
SNV,rbf_svm,1.000000,0.1,45,4,0.947368,0.943579,0.933333
SNV,rbf_svm,1.000000,1,45,4,0.631579,0.575210,0.515924
SNV,rbf_svm,1.000000,10,45,4,0.289474,0.074830,0.000000
SNV,rbf_svm,10.000000,0.001,45,4,0.947368,0.932275,0.933682
SNV,rbf_svm,10.000000,0.01,45,4,0.947368,0.932275,0.933682
SNV,rbf_svm,10.000000,0.1,45,4,0.947368,0.943579,0.933333
SNV,rbf_svm,10.000000,1,45,4,0.631579,0.575210,0.515924
SNV,rbf_svm,10.000000,10,45,4,0.289474,0.098700,0.034807
SNV,rbf_svm,100.000000,0.001,45,4,0.947368,0.932275,0.933682
SNV,rbf_svm,100.000000,0.01,45,4,0.921053,0.916330,0.900437
SNV,rbf_svm,100.000000,0.1,45,4,0.947368,0.943579,0.933333
SNV,rbf_svm,100.000000,1,45,4,0.631579,0.575210,0.515924
SNV,rbf_svm,100.000000,10,45,4,0.289474,0.098700,0.034807
USP,svm,0.010000,scale,46,0,0.974359,0.974235,0.967337
USP,svm,0.100000,scale,46,0,0.974359,0.976912,0.967662
USP,svm,1.000000,scale,46,0,1.000000,1.000000,1.000000
USP,svm,10.000000,scale,46,0,1.000000,1.000000,1.000000
USP,svm,100.000000,scale,46,0,1.000000,1.000000,1.000000
USP,rbf_svm,0.100000,0.001,46,0,0.076923,0.023810,0.000000
USP,rbf_svm,0.100000,0.01,46,0,0.461538,0.330404,0.369029
USP,rbf_svm,0.100000,0.1,46,0,0.871795,0.841667,0.838040
USP,rbf_svm,0.100000,1,46,0,0.179487,0.100000,0.063063
USP,rbf_svm,0.100000,10,46,0,0.076923,0.023810,0.000000
USP,rbf_svm,1.000000,0.001,46,0,0.205128,0.119236,0.103116
USP,rbf_svm,1.000000,0.01,46,0,0.948718,0.933655,0.934233
USP,rbf_svm,1.000000,0.1,46,0,0.948718,0.934259,0.934233
USP,rbf_svm,1.000000,1,46,0,0.897436,0.857356,0.867008
USP,rbf_svm,1.000000,10,46,0,0.358974,0.236744,0.117647
USP,rbf_svm,10.000000,0.001,46,0,0.974359,0.976912,0.967662
USP,rbf_svm,10.000000,0.01,46,0,0.948718,0.933655,0.934233
USP,rbf_svm,10.000000,0.1,46,0,0.923077,0.911861,0.900931
USP,rbf_svm,10.000000,1,46,0,0.897436,0.857356,0.867008
USP,rbf_svm,10.000000,10,46,0,0.461538,0.320390,0.258824
USP,rbf_svm,100.000000,0.001,46,0,1.000000,1.000000,1.000000
USP,rbf_svm,100.000000,0.01,46,0,0.974359,0.959420,0.967282
USP,rbf_svm,100.000000,0.1,46,0,0.923077,0.911861,0.900931
USP,rbf_svm,100.000000,1,46,0,0.897436,0.857356,0.867008
USP,rbf_svm,100.000000,10,46,0,0.461538,0.320390,0.258824
SNV,svm,0.010000,scale,46,0,0.897436,0.813285,0.868243
SNV,svm,0.100000,scale,46,0,0.974359,0.959420,0.967282
SNV,svm,1.000000,scale,46,0,0.948718,0.929262,0.935000
SNV,svm,10.000000,scale,46,0,0.923077,0.907468,0.902092
SNV,svm,100.000000,scale,46,0,0.923077,0.907468,0.902092
SNV,rbf_svm,0.100000,0.001,46,0,0.076923,0.023810,0.000000
SNV,rbf_svm,0.100000,0.01,46,0,0.076923,0.023810,0.000000
SNV,rbf_svm,0.100000,0.1,46,0,0.538462,0.565014,0.466970
SNV,rbf_svm,0.100000,1,46,0,0.076923,0.023810,0.000000
SNV,rbf_svm,0.100000,10,46,0,0.076923,0.023810,0.000000
SNV,rbf_svm,1.000000,0.001,46,0,0.076923,0.025641,-0.006452
SNV,rbf_svm,1.000000,0.01,46,0,0.923077,0.919108,0.901349
SNV,rbf_svm,1.000000,0.1,46,0,0.923077,0.920212,0.901349
SNV,rbf_svm,1.000000,1,46,0,0.641026,0.631944,0.523976
SNV,rbf_svm,1.000000,10,46,0,0.282051,0.073333,0.000000
SNV,rbf_svm,10.000000,0.001,46,0,0.948718,0.929262,0.935000
SNV,rbf_svm,10.000000,0.01,46,0,0.948718,0.944841,0.934564
SNV,rbf_svm,10.000000,0.1,46,0,0.923077,0.920212,0.901349
SNV,rbf_svm,10.000000,1,46,0,0.692308,0.663399,0.591979
SNV,rbf_svm,10.000000,10,46,0,0.384615,0.168599,0.142857
SNV,rbf_svm,100.000000,0.001,46,0,0.948718,0.929262,0.935000
SNV,rbf_svm,100.000000,0.01,46,0,0.974359,0.959420,0.967282
SNV,rbf_svm,100.000000,0.1,46,0,0.923077,0.920212,0.901349
SNV,rbf_svm,100.000000,1,46,0,0.692308,0.663399,0.591979
SNV,rbf_svm,100.000000,10,46,0,0.384615,0.168599,0.142857
USP,svm,0.010000,scale,46,1,0.897436,0.905509,0.873582
USP,svm,0.100000,scale,46,1,0.948718,0.951587,0.936170
USP,svm,1.000000,scale,46,1,0.974359,0.967419,0.968059
USP,svm,10.000000,scale,46,1,0.974359,0.967419,0.968059
USP,svm,100.000000,scale,46,1,0.974359,0.967419,0.968059
USP,rbf_svm,0.100000,0.001,46,1,0.076923,0.023810,0.000000
USP,rbf_svm,0.100000,0.01,46,1,0.307692,0.228004,0.211826
USP,rbf_svm,0.100000,0.1,46,1,0.923077,0.920635,0.903783
USP,rbf_svm,0.100000,1,46,1,0.230769,0.227778,0.145985
USP,rbf_svm,0.100000,10,46,1,0.076923,0.023810,0.000000
USP,rbf_svm,1.000000,0.001,46,1,0.384615,0.373647,0.294650
USP,rbf_svm,1.000000,0.01,46,1,0.897436,0.905509,0.873582
USP,rbf_svm,1.000000,0.1,46,1,0.948718,0.951587,0.936170
USP,rbf_svm,1.000000,1,46,1,0.717949,0.773857,0.642500
USP,rbf_svm,1.000000,10,46,1,0.358974,0.258689,0.146982
USP,rbf_svm,10.000000,0.001,46,1,0.871795,0.869108,0.842869
USP,rbf_svm,10.000000,0.01,46,1,0.948718,0.951587,0.936170
USP,rbf_svm,10.000000,0.1,46,1,0.948718,0.968182,0.935750
USP,rbf_svm,10.000000,1,46,1,0.820513,0.841249,0.771739
USP,rbf_svm,10.000000,10,46,1,0.384615,0.280519,0.180385
USP,rbf_svm,100.000000,0.001,46,1,0.948718,0.951587,0.936170
USP,rbf_svm,100.000000,0.01,46,1,0.948718,0.942520,0.936378
USP,rbf_svm,100.000000,0.1,46,1,0.948718,0.968182,0.935750
USP,rbf_svm,100.000000,1,46,1,0.820513,0.841249,0.771739
USP,rbf_svm,100.000000,10,46,1,0.384615,0.280519,0.180385
SNV,svm,0.010000,scale,46,1,0.743590,0.741334,0.686747
SNV,svm,0.100000,scale,46,1,0.897436,0.913228,0.873582
SNV,svm,1.000000,scale,46,1,0.923077,0.921763,0.904955
SNV,svm,10.000000,scale,46,1,0.923077,0.926787,0.904645
SNV,svm,100.000000,scale,46,1,0.923077,0.926787,0.904645
SNV,rbf_svm,0.100000,0.001,46,1,0.076923,0.023810,0.000000
SNV,rbf_svm,0.100000,0.01,46,1,0.076923,0.023810,0.000000
SNV,rbf_svm,0.100000,0.1,46,1,0.487179,0.568945,0.420074
SNV,rbf_svm,0.100000,1,46,1,0.076923,0.023810,0.000000
SNV,rbf_svm,0.100000,10,46,1,0.076923,0.023810,0.000000
SNV,rbf_svm,1.000000,0.001,46,1,0.256410,0.068027,0.000000
SNV,rbf_svm,1.000000,0.01,46,1,0.897436,0.896703,0.872861
SNV,rbf_svm,1.000000,0.1,46,1,0.871795,0.912179,0.839506
SNV,rbf_svm,1.000000,1,46,1,0.512821,0.373161,0.338393
SNV,rbf_svm,1.000000,10,46,1,0.256410,0.068027,0.000000
SNV,rbf_svm,10.000000,0.001,46,1,0.871795,0.874933,0.841721
SNV,rbf_svm,10.000000,0.01,46,1,0.897436,0.913228,0.873582
SNV,rbf_svm,10.000000,0.1,46,1,0.923077,0.946922,0.903862
SNV,rbf_svm,10.000000,1,46,1,0.589744,0.442079,0.446318
SNV,rbf_svm,10.000000,10,46,1,0.358974,0.154937,0.109589
SNV,rbf_svm,100.000000,0.001,46,1,0.897436,0.913228,0.873582
SNV,rbf_svm,100.000000,0.01,46,1,0.923077,0.932947,0.904801
SNV,rbf_svm,100.000000,0.1,46,1,0.948718,0.967593,0.935644
SNV,rbf_svm,100.000000,1,46,1,0.589744,0.442079,0.446318
SNV,rbf_svm,100.000000,10,46,1,0.358974,0.154937,0.109589
USP,svm,0.010000,scale,46,2,0.871795,0.879775,0.841205
USP,svm,0.100000,scale,46,2,0.897436,0.897884,0.873068
USP,svm,1.000000,scale,46,2,0.923077,0.917154,0.904490
USP,svm,10.000000,scale,46,2,0.923077,0.917154,0.904490
USP,svm,100.000000,scale,46,2,0.923077,0.917154,0.904490
USP,rbf_svm,0.100000,0.001,46,2,0.076923,0.023810,0.000000
USP,rbf_svm,0.100000,0.01,46,2,0.358974,0.270425,0.269115
USP,rbf_svm,0.100000,0.1,46,2,0.846154,0.850265,0.809756
USP,rbf_svm,0.100000,1,46,2,0.410256,0.430147,0.312117
USP,rbf_svm,0.100000,10,46,2,0.076923,0.023810,0.000000
USP,rbf_svm,1.000000,0.001,46,2,0.307692,0.260198,0.201062
USP,rbf_svm,1.000000,0.01,46,2,0.871795,0.879775,0.841205
USP,rbf_svm,1.000000,0.1,46,2,0.897436,0.894607,0.872236
USP,rbf_svm,1.000000,1,46,2,0.820513,0.818298,0.769815
USP,rbf_svm,1.000000,10,46,2,0.461538,0.277597,0.275221
USP,rbf_svm,10.000000,0.001,46,2,0.871795,0.879775,0.841205
USP,rbf_svm,10.000000,0.01,46,2,0.923077,0.917154,0.904490
USP,rbf_svm,10.000000,0.1,46,2,0.897436,0.911274,0.871499
USP,rbf_svm,10.000000,1,46,2,0.820513,0.818298,0.769815
USP,rbf_svm,10.000000,10,46,2,0.461538,0.277597,0.275221
USP,rbf_svm,100.000000,0.001,46,2,0.923077,0.917154,0.904490
USP,rbf_svm,100.000000,0.01,46,2,0.923077,0.917154,0.904490
USP,rbf_svm,100.000000,0.1,46,2,0.897436,0.911274,0.871499
USP,rbf_svm,100.000000,1,46,2,0.820513,0.818298,0.769815
USP,rbf_svm,100.000000,10,46,2,0.461538,0.277597,0.275221
SNV,svm,0.010000,scale,46,2,0.897436,0.916330,0.873479
SNV,svm,0.100000,scale,46,2,0.897436,0.897884,0.873068
SNV,svm,1.000000,scale,46,2,0.897436,0.897884,0.873068
SNV,svm,10.000000,scale,46,2,0.923077,0.917154,0.904490
SNV,svm,100.000000,scale,46,2,0.923077,0.917154,0.904490
SNV,rbf_svm,0.100000,0.001,46,2,0.076923,0.023810,0.000000
