condition,method,repeat,seed,preprocess,variant,classifier,OA,macro_F1,kappa
Normal,SNV,20,62,SNV,A2_noPostSNV,rf,0.750000,0.447368,0.320755
BandShift,SNV,20,62,SNV,A2_noPostSNV,rf,0.500000,0.528571,0.280000
Normal,SG1,20,62,SG1,A2_noPostSNV,svm,0.833333,0.796296,0.600000
BandShift,SG1,20,62,SG1,A2_noPostSNV,svm,0.166667,0.193939,0.062500
Normal,SG1,20,62,SG1,A2_noPostSNV,rbf_svm,0.666667,0.433333,0.342466
BandShift,SG1,20,62,SG1,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,SG1,20,62,SG1,A2_noPostSNV,rf,0.833333,0.562963,0.586207
BandShift,SG1,20,62,SG1,A2_noPostSNV,rf,0.833333,0.562963,0.586207
Normal,EMSC,20,62,EMSC,A2_noPostSNV,svm,0.750000,0.790476,0.520000
BandShift,EMSC,20,62,EMSC,A2_noPostSNV,svm,0.166667,0.200000,-0.052632
Normal,EMSC,20,62,EMSC,A2_noPostSNV,rbf_svm,0.833333,0.847222,0.657143
BandShift,EMSC,20,62,EMSC,A2_noPostSNV,rbf_svm,0.666667,0.266667,0.000000
Normal,EMSC,20,62,EMSC,A2_noPostSNV,rf,0.833333,0.562963,0.586207
BandShift,EMSC,20,62,EMSC,A2_noPostSNV,rf,0.666667,0.266667,0.000000
Normal,Detrend,20,62,Detrend,A2_noPostSNV,svm,0.750000,0.496732,0.428571
BandShift,Detrend,20,62,Detrend,A2_noPostSNV,svm,0.166667,0.193939,0.062500
Normal,Detrend,20,62,Detrend,A2_noPostSNV,rbf_svm,0.666667,0.440476,0.294118
BandShift,Detrend,20,62,Detrend,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,Detrend,20,62,Detrend,A2_noPostSNV,rf,0.833333,0.562963,0.586207
BandShift,Detrend,20,62,Detrend,A2_noPostSNV,rf,1.000000,1.000000,1.000000
Normal,USP,21,63,none,A_postSNV,svm,0.750000,0.741176,0.446154
BandShift,USP,21,63,none,A_postSNV,svm,0.750000,0.741176,0.446154
Normal,USP,21,63,none,A_postSNV,rbf_svm,0.833333,0.796296,0.600000
BandShift,USP,21,63,none,A_postSNV,rbf_svm,0.750000,0.811966,0.576471
Normal,USP,21,63,none,A_postSNV,rf,0.583333,0.259259,-0.034483
BandShift,USP,21,63,none,A_postSNV,rf,0.666667,0.280702,0.094340
Normal,SNV,21,63,SNV,A2_noPostSNV,svm,0.833333,0.796296,0.600000
BandShift,SNV,21,63,SNV,A2_noPostSNV,svm,0.166667,0.222222,-0.176471
Normal,SNV,21,63,SNV,A2_noPostSNV,rbf_svm,0.583333,0.386243,0.230769
BandShift,SNV,21,63,SNV,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,SNV,21,63,SNV,A2_noPostSNV,rf,0.833333,0.796296,0.600000
BandShift,SNV,21,63,SNV,A2_noPostSNV,rf,0.750000,0.466667,0.500000
Normal,SG1,21,63,SG1,A2_noPostSNV,svm,0.750000,0.741176,0.446154
BandShift,SG1,21,63,SG1,A2_noPostSNV,svm,0.083333,0.083333,-0.081967
Normal,SG1,21,63,SG1,A2_noPostSNV,rbf_svm,0.750000,0.482143,0.470588
BandShift,SG1,21,63,SG1,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,SG1,21,63,SG1,A2_noPostSNV,rf,0.750000,0.429630,0.379310
BandShift,SG1,21,63,SG1,A2_noPostSNV,rf,0.333333,0.300000,0.040000
Normal,EMSC,21,63,EMSC,A2_noPostSNV,svm,0.750000,0.741176,0.446154
BandShift,EMSC,21,63,EMSC,A2_noPostSNV,svm,0.083333,0.133333,-0.031250
Normal,EMSC,21,63,EMSC,A2_noPostSNV,rbf_svm,0.583333,0.245614,-0.132075
BandShift,EMSC,21,63,EMSC,A2_noPostSNV,rbf_svm,0.666667,0.266667,0.000000
Normal,EMSC,21,63,EMSC,A2_noPostSNV,rf,0.833333,0.796296,0.600000
BandShift,EMSC,21,63,EMSC,A2_noPostSNV,rf,0.833333,0.535948,0.619048
Normal,Detrend,21,63,Detrend,A2_noPostSNV,svm,0.750000,0.741176,0.446154
BandShift,Detrend,21,63,Detrend,A2_noPostSNV,svm,0.083333,0.055556,-0.419355
Normal,Detrend,21,63,Detrend,A2_noPostSNV,rbf_svm,0.500000,0.338462,0.132530
BandShift,Detrend,21,63,Detrend,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,Detrend,21,63,Detrend,A2_noPostSNV,rf,0.750000,0.614035,0.345455
BandShift,Detrend,21,63,Detrend,A2_noPostSNV,rf,0.750000,0.429630,0.379310
Normal,USP,22,64,none,A_postSNV,svm,0.750000,0.790476,0.520000
BandShift,USP,22,64,none,A_postSNV,svm,0.750000,0.811966,0.576471
Normal,USP,22,64,none,A_postSNV,rbf_svm,0.833333,0.869048,0.700000
BandShift,USP,22,64,none,A_postSNV,rbf_svm,0.333333,0.476190,0.127273
Normal,USP,22,64,none,A_postSNV,rf,0.750000,0.790476,0.520000
BandShift,USP,22,64,none,A_postSNV,rf,0.750000,0.429630,0.379310
Normal,SNV,22,64,SNV,A2_noPostSNV,svm,0.666667,0.694444,0.314286
BandShift,SNV,22,64,SNV,A2_noPostSNV,svm,0.166667,0.111111,-0.052632
Normal,SNV,22,64,SNV,A2_noPostSNV,rbf_svm,0.750000,0.507937,0.538462
BandShift,SNV,22,64,SNV,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,SNV,22,64,SNV,A2_noPostSNV,rf,0.750000,0.741176,0.446154
BandShift,SNV,22,64,SNV,A2_noPostSNV,rf,0.666667,0.433333,0.342466
Normal,SG1,22,64,SG1,A2_noPostSNV,svm,0.666667,0.694444,0.314286
BandShift,SG1,22,64,SG1,A2_noPostSNV,svm,0.166667,0.177778,-0.071429
Normal,SG1,22,64,SG1,A2_noPostSNV,rbf_svm,0.583333,0.404040,0.318182
BandShift,SG1,22,64,SG1,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,SG1,22,64,SG1,A2_noPostSNV,rf,0.750000,0.811966,0.576471
BandShift,SG1,22,64,SG1,A2_noPostSNV,rf,0.416667,0.238095,0.045455
Normal,EMSC,22,64,EMSC,A2_noPostSNV,svm,0.666667,0.694444,0.314286
BandShift,EMSC,22,64,EMSC,A2_noPostSNV,svm,0.166667,0.166667,0.016393
Normal,EMSC,22,64,EMSC,A2_noPostSNV,rbf_svm,0.500000,0.303571,-0.058824
BandShift,EMSC,22,64,EMSC,A2_noPostSNV,rbf_svm,0.666667,0.266667,0.000000
Normal,EMSC,22,64,EMSC,A2_noPostSNV,rf,0.750000,0.790476,0.520000
BandShift,EMSC,22,64,EMSC,A2_noPostSNV,rf,0.750000,0.614035,0.345455
Normal,Detrend,22,64,Detrend,A2_noPostSNV,svm,0.750000,0.790476,0.520000
BandShift,Detrend,22,64,Detrend,A2_noPostSNV,svm,0.500000,0.235294,-0.043478
Normal,Detrend,22,64,Detrend,A2_noPostSNV,rbf_svm,0.666667,0.456410,0.421687
BandShift,Detrend,22,64,Detrend,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,Detrend,22,64,Detrend,A2_noPostSNV,rf,0.833333,0.847222,0.657143
BandShift,Detrend,22,64,Detrend,A2_noPostSNV,rf,0.916667,0.930159,0.840000
Normal,USP,23,65,none,A_postSNV,svm,0.916667,0.913725,0.815385
BandShift,USP,23,65,none,A_postSNV,svm,0.750000,0.811966,0.576471
Normal,USP,23,65,none,A_postSNV,rbf_svm,0.833333,0.847222,0.657143
BandShift,USP,23,65,none,A_postSNV,rbf_svm,0.750000,0.811966,0.576471
Normal,USP,23,65,none,A_postSNV,rf,0.916667,0.913725,0.815385
BandShift,USP,23,65,none,A_postSNV,rf,0.833333,0.535948,0.619048
Normal,SNV,23,65,SNV,A2_noPostSNV,svm,0.916667,0.913725,0.815385
BandShift,SNV,23,65,SNV,A2_noPostSNV,svm,0.416667,0.287879,0.045455
Normal,SNV,23,65,SNV,A2_noPostSNV,rbf_svm,0.750000,0.482143,0.470588
BandShift,SNV,23,65,SNV,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,SNV,23,65,SNV,A2_noPostSNV,rf,0.833333,0.796296,0.600000
BandShift,SNV,23,65,SNV,A2_noPostSNV,rf,0.500000,0.355556,0.088608
Normal,SG1,23,65,SG1,A2_noPostSNV,svm,0.750000,0.790476,0.520000
BandShift,SG1,23,65,SG1,A2_noPostSNV,svm,0.500000,0.235294,-0.142857
Normal,SG1,23,65,SG1,A2_noPostSNV,rbf_svm,0.750000,0.482143,0.470588
BandShift,SG1,23,65,SG1,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,SG1,23,65,SG1,A2_noPostSNV,rf,0.833333,0.535948,0.619048
BandShift,SG1,23,65,SG1,A2_noPostSNV,rf,0.833333,0.744444,0.696203
Normal,EMSC,23,65,EMSC,A2_noPostSNV,svm,1.000000,1.000000,1.000000
BandShift,EMSC,23,65,EMSC,A2_noPostSNV,svm,0.250000,0.277778,-0.058824
Normal,EMSC,23,65,EMSC,A2_noPostSNV,rbf_svm,0.833333,0.562963,0.586207
BandShift,EMSC,23,65,EMSC,A2_noPostSNV,rbf_svm,0.666667,0.266667,0.000000
Normal,EMSC,23,65,EMSC,A2_noPostSNV,rf,0.916667,0.913725,0.815385
BandShift,EMSC,23,65,EMSC,A2_noPostSNV,rf,0.750000,0.533333,0.532468
Normal,Detrend,23,65,Detrend,A2_noPostSNV,svm,0.916667,0.913725,0.815385
BandShift,Detrend,23,65,Detrend,A2_noPostSNV,svm,0.666667,0.266667,0.000000
Normal,Detrend,23,65,Detrend,A2_noPostSNV,rbf_svm,0.833333,0.561111,0.671233
BandShift,Detrend,23,65,Detrend,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,Detrend,23,65,Detrend,A2_noPostSNV,rf,0.916667,0.913725,0.815385
BandShift,Detrend,23,65,Detrend,A2_noPostSNV,rf,0.833333,0.796296,0.600000
Normal,USP,24,66,none,A_postSNV,svm,1.000000,1.000000,1.000000
BandShift,USP,24,66,none,A_postSNV,svm,0.750000,0.811966,0.576471
Normal,USP,24,66,none,A_postSNV,rbf_svm,0.916667,0.930159,0.840000
BandShift,USP,24,66,none,A_postSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,USP,24,66,none,A_postSNV,rf,0.750000,0.496732,0.428571
BandShift,USP,24,66,none,A_postSNV,rf,0.833333,0.577381,0.647059
Normal,SNV,24,66,SNV,A2_noPostSNV,svm,0.750000,0.516667,0.506849
BandShift,SNV,24,66,SNV,A2_noPostSNV,svm,0.166667,0.134680,0.024390
Normal,SNV,24,66,SNV,A2_noPostSNV,rbf_svm,0.500000,0.305556,0.013699
BandShift,SNV,24,66,SNV,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,SNV,24,66,SNV,A2_noPostSNV,rf,0.750000,0.447368,0.320755
BandShift,SNV,24,66,SNV,A2_noPostSNV,rf,0.916667,0.866667,0.844156
Normal,SG1,24,66,SG1,A2_noPostSNV,svm,0.916667,0.913725,0.815385
BandShift,SG1,24,66,SG1,A2_noPostSNV,svm,0.166667,0.134680,0.024390
Normal,SG1,24,66,SG1,A2_noPostSNV,rbf_svm,0.583333,0.386243,0.230769
BandShift,SG1,24,66,SG1,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,SG1,24,66,SG1,A2_noPostSNV,rf,0.833333,0.562963,0.586207
BandShift,SG1,24,66,SG1,A2_noPostSNV,rf,1.000000,1.000000,1.000000
Normal,EMSC,24,66,EMSC,A2_noPostSNV,svm,1.000000,1.000000,1.000000
BandShift,EMSC,24,66,EMSC,A2_noPostSNV,svm,0.083333,0.055556,-0.015385
Normal,EMSC,24,66,EMSC,A2_noPostSNV,rbf_svm,0.916667,0.913725,0.815385
BandShift,EMSC,24,66,EMSC,A2_noPostSNV,rbf_svm,0.666667,0.266667,0.000000
Normal,EMSC,24,66,EMSC,A2_noPostSNV,rf,0.750000,0.447368,0.320755
BandShift,EMSC,24,66,EMSC,A2_noPostSNV,rf,0.750000,0.447368,0.320755
Normal,Detrend,24,66,Detrend,A2_noPostSNV,svm,1.000000,1.000000,1.000000
BandShift,Detrend,24,66,Detrend,A2_noPostSNV,svm,0.250000,0.193939,0.084746
Normal,Detrend,24,66,Detrend,A2_noPostSNV,rbf_svm,0.750000,0.507937,0.538462
BandShift,Detrend,24,66,Detrend,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,Detrend,24,66,Detrend,A2_noPostSNV,rf,0.916667,0.647059,0.809524
BandShift,Detrend,24,66,Detrend,A2_noPostSNV,rf,1.000000,1.000000,1.000000
