condition,method,repeat,seed,preprocess,variant,classifier,OA,macro_F1,kappa
Clear,USP,0,42,none,A_postSNV,svm,0.948718,0.946703,0.935644
Clear+BandShift,USP,0,42,none,A_postSNV,svm,0.948718,0.946703,0.935644
Clear,USP,0,42,none,A_postSNV,rbf_svm,0.897436,0.883139,0.871181
Clear+BandShift,USP,0,42,none,A_postSNV,rbf_svm,0.871795,0.862626,0.839506
Clear,USP,0,42,none,A_postSNV,rf,0.846154,0.817316,0.805970
Clear+BandShift,USP,0,42,none,A_postSNV,rf,0.897436,0.867693,0.872340
Clear,SNV,0,42,SNV,A2_noPostSNV,svm,0.897436,0.901942,0.872445
Clear+BandShift,SNV,0,42,SNV,A2_noPostSNV,svm,0.487179,0.323810,0.379475
Clear,SNV,0,42,SNV,A2_noPostSNV,rbf_svm,0.871795,0.900625,0.838710
Clear+BandShift,SNV,0,42,SNV,A2_noPostSNV,rbf_svm,0.307692,0.130385,0.040984
Clear,SNV,0,42,SNV,A2_noPostSNV,rf,0.846154,0.825736,0.804020
Clear+BandShift,SNV,0,42,SNV,A2_noPostSNV,rf,0.769231,0.654858,0.707012
Clear,SG1,0,42,SG1,A2_noPostSNV,svm,0.820513,0.810237,0.771739
Clear+BandShift,SG1,0,42,SG1,A2_noPostSNV,svm,0.282051,0.163420,0.040422
Clear,SG1,0,42,SG1,A2_noPostSNV,rbf_svm,0.717949,0.711844,0.646040
Clear+BandShift,SG1,0,42,SG1,A2_noPostSNV,rbf_svm,0.205128,0.108333,0.071429
Clear,SG1,0,42,SG1,A2_noPostSNV,rf,0.846154,0.819409,0.804674
Clear+BandShift,SG1,0,42,SG1,A2_noPostSNV,rf,0.666667,0.533651,0.573950
Clear,EMSC,0,42,EMSC,A2_noPostSNV,svm,0.897436,0.915751,0.871393
Clear+BandShift,EMSC,0,42,EMSC,A2_noPostSNV,svm,0.589744,0.425817,0.492683
Clear,EMSC,0,42,EMSC,A2_noPostSNV,rbf_svm,0.897436,0.909187,0.872131
Clear+BandShift,EMSC,0,42,EMSC,A2_noPostSNV,rbf_svm,0.538462,0.486508,0.393782
Clear,EMSC,0,42,EMSC,A2_noPostSNV,rf,0.948718,0.947352,0.935590
Clear+BandShift,EMSC,0,42,EMSC,A2_noPostSNV,rf,0.871795,0.838588,0.838442
Clear,Detrend,0,42,Detrend,A2_noPostSNV,svm,0.846154,0.834243,0.805486
Clear+BandShift,Detrend,0,42,Detrend,A2_noPostSNV,svm,0.307692,0.143056,0.049639
Clear,Detrend,0,42,Detrend,A2_noPostSNV,rbf_svm,0.769231,0.756736,0.709677
Clear+BandShift,Detrend,0,42,Detrend,A2_noPostSNV,rbf_svm,0.333333,0.192830,0.184887
Clear,Detrend,0,42,Detrend,A2_noPostSNV,rf,0.846154,0.819409,0.804674
Clear+BandShift,Detrend,0,42,Detrend,A2_noPostSNV,rf,0.820513,0.752742,0.772310
Clear,USP,1,43,none,A_postSNV,svm,0.897436,0.844605,0.871605
Clear+BandShift,USP,1,43,none,A_postSNV,svm,0.923077,0.872871,0.903226
Clear,USP,1,43,none,A_postSNV,rbf_svm,0.820513,0.724556,0.777868
Clear+BandShift,USP,1,43,none,A_postSNV,rbf_svm,0.846154,0.741651,0.808667
Clear,USP,1,43,none,A_postSNV,rf,0.846154,0.730087,0.806131
Clear+BandShift,USP,1,43,none,A_postSNV,rf,0.897436,0.883261,0.871181
Clear,SNV,1,43,SNV,A2_noPostSNV,svm,0.820513,0.765476,0.779483
Clear+BandShift,SNV,1,43,SNV,A2_noPostSNV,svm,0.743590,0.624008,0.682410
Clear,SNV,1,43,SNV,A2_noPostSNV,rbf_svm,0.897436,0.904434,0.870861
Clear+BandShift,SNV,1,43,SNV,A2_noPostSNV,rbf_svm,0.461538,0.293651,0.268750
Clear,SNV,1,43,SNV,A2_noPostSNV,rf,0.794872,0.747471,0.744472
Clear+BandShift,SNV,1,43,SNV,A2_noPostSNV,rf,0.717949,0.625871,0.650367
Clear,SG1,1,43,SG1,A2_noPostSNV,svm,0.743590,0.630983,0.672269
Clear+BandShift,SG1,1,43,SG1,A2_noPostSNV,svm,0.333333,0.164815,0.104240
Clear,SG1,1,43,SG1,A2_noPostSNV,rbf_svm,0.794872,0.698429,0.735369
Clear+BandShift,SG1,1,43,SG1,A2_noPostSNV,rbf_svm,0.179487,0.090965,0.050228
Clear,SG1,1,43,SG1,A2_noPostSNV,rf,0.794872,0.689069,0.736709
Clear+BandShift,SG1,1,43,SG1,A2_noPostSNV,rf,0.564103,0.416667,0.434300
Clear,EMSC,1,43,EMSC,A2_noPostSNV,svm,0.897436,0.909848,0.873274
Clear+BandShift,EMSC,1,43,EMSC,A2_noPostSNV,svm,0.769231,0.785155,0.720096
Clear,EMSC,1,43,EMSC,A2_noPostSNV,rbf_svm,0.820513,0.727065,0.772879
Clear+BandShift,EMSC,1,43,EMSC,A2_noPostSNV,rbf_svm,0.666667,0.559455,0.565553
Clear,EMSC,1,43,EMSC,A2_noPostSNV,rf,0.897436,0.848299,0.871816
Clear+BandShift,EMSC,1,43,EMSC,A2_noPostSNV,rf,0.794872,0.762626,0.740000
Clear,Detrend,1,43,Detrend,A2_noPostSNV,svm,0.769231,0.661264,0.702794
Clear+BandShift,Detrend,1,43,Detrend,A2_noPostSNV,svm,0.333333,0.176680,0.089767
Clear,Detrend,1,43,Detrend,A2_noPostSNV,rbf_svm,0.794872,0.765432,0.737815
Clear+BandShift,Detrend,1,43,Detrend,A2_noPostSNV,rbf_svm,0.410256,0.254938,0.271916
Clear,Detrend,1,43,Detrend,A2_noPostSNV,rf,0.871795,0.819521,0.838040
Clear+BandShift,Detrend,1,43,Detrend,A2_noPostSNV,rf,0.820513,0.731643,0.774194
Clear,USP,2,44,none,A_postSNV,svm,0.948718,0.939447,0.935908
Clear+BandShift,USP,2,44,none,A_postSNV,svm,0.948718,0.939447,0.935908
Clear,USP,2,44,none,A_postSNV,rbf_svm,0.923077,0.931624,0.903545
Clear+BandShift,USP,2,44,none,A_postSNV,rbf_svm,0.923077,0.931624,0.903545
Clear,USP,2,44,none,A_postSNV,rf,0.897436,0.884726,0.871287
Clear+BandShift,USP,2,44,none,A_postSNV,rf,0.897436,0.884726,0.871287
Clear,SNV,2,44,SNV,A2_noPostSNV,svm,0.948718,0.947352,0.935590
Clear+BandShift,SNV,2,44,SNV,A2_noPostSNV,svm,0.564103,0.353016,0.459658
Clear,SNV,2,44,SNV,A2_noPostSNV,rbf_svm,0.923077,0.927116,0.902581
Clear+BandShift,SNV,2,44,SNV,A2_noPostSNV,rbf_svm,0.358974,0.203014,0.121622
Clear,SNV,2,44,SNV,A2_noPostSNV,rf,0.871795,0.852408,0.836820
Clear+BandShift,SNV,2,44,SNV,A2_noPostSNV,rf,0.871795,0.802584,0.836820
Clear,SG1,2,44,SG1,A2_noPostSNV,svm,0.820513,0.795269,0.772879
Clear+BandShift,SG1,2,44,SG1,A2_noPostSNV,svm,0.282051,0.073333,0.000000
Clear,SG1,2,44,SG1,A2_noPostSNV,rbf_svm,0.871795,0.845635,0.837364
Clear+BandShift,SG1,2,44,SG1,A2_noPostSNV,rbf_svm,0.230769,0.126068,0.097222
Clear,SG1,2,44,SG1,A2_noPostSNV,rf,0.897436,0.890647,0.870108
Clear+BandShift,SG1,2,44,SG1,A2_noPostSNV,rf,0.692308,0.604076,0.613223
Clear,EMSC,2,44,EMSC,A2_noPostSNV,svm,0.948718,0.947352,0.935590
Clear+BandShift,EMSC,2,44,EMSC,A2_noPostSNV,svm,0.615385,0.577127,0.530498
Clear,EMSC,2,44,EMSC,A2_noPostSNV,rbf_svm,0.948718,0.947352,0.935590
Clear+BandShift,EMSC,2,44,EMSC,A2_noPostSNV,rbf_svm,0.666667,0.519880,0.559896
Clear,EMSC,2,44,EMSC,A2_noPostSNV,rf,0.948718,0.947352,0.935590
Clear+BandShift,EMSC,2,44,EMSC,A2_noPostSNV,rf,0.871795,0.783846,0.836272
Clear,Detrend,2,44,Detrend,A2_noPostSNV,svm,0.923077,0.911202,0.903146
Clear+BandShift,Detrend,2,44,Detrend,A2_noPostSNV,svm,0.333333,0.167677,0.161290
Clear,Detrend,2,44,Detrend,A2_noPostSNV,rbf_svm,0.871795,0.845135,0.837500
Clear+BandShift,Detrend,2,44,Detrend,A2_noPostSNV,rbf_svm,0.384615,0.233279,0.245770
Clear,Detrend,2,44,Detrend,A2_noPostSNV,rf,0.923077,0.920938,0.902985
Clear+BandShift,Detrend,2,44,Detrend,A2_noPostSNV,rf,0.846154,0.722526,0.806452
Clear,USP,3,45,none,A_postSNV,svm,0.948718,0.946703,0.935644
Clear+BandShift,USP,3,45,none,A_postSNV,svm,0.923077,0.891148,0.903545
Clear,USP,3,45,none,A_postSNV,rbf_svm,0.948718,0.946703,0.935644
Clear+BandShift,USP,3,45,none,A_postSNV,rbf_svm,0.923077,0.891148,0.903545
Clear,USP,3,45,none,A_postSNV,rf,0.897436,0.876015,0.870539
Clear+BandShift,USP,3,45,none,A_postSNV,rf,0.948718,0.939447,0.935908
Clear,SNV,3,45,SNV,A2_noPostSNV,svm,0.948718,0.947352,0.935590
Clear+BandShift,SNV,3,45,SNV,A2_noPostSNV,svm,0.692308,0.618987,0.610325
Clear,SNV,3,45,SNV,A2_noPostSNV,rbf_svm,0.897436,0.921138,0.870432
Clear+BandShift,SNV,3,45,SNV,A2_noPostSNV,rbf_svm,0.384615,0.235013,0.157516
Clear,SNV,3,45,SNV,A2_noPostSNV,rf,0.897436,0.886111,0.870000
Clear+BandShift,SNV,3,45,SNV,A2_noPostSNV,rf,0.846154,0.796581,0.802532
Clear,SG1,3,45,SG1,A2_noPostSNV,svm,0.794872,0.720406,0.738255
Clear+BandShift,SG1,3,45,SG1,A2_noPostSNV,svm,0.256410,0.068027,-0.028182
Clear,SG1,3,45,SG1,A2_noPostSNV,rbf_svm,0.794872,0.732381,0.738255
Clear+BandShift,SG1,3,45,SG1,A2_noPostSNV,rbf_svm,0.205128,0.108333,0.071429
Clear,SG1,3,45,SG1,A2_noPostSNV,rf,0.923077,0.924500,0.903065
Clear+BandShift,SG1,3,45,SG1,A2_noPostSNV,rf,0.717949,0.584210,0.642798
Clear,EMSC,3,45,EMSC,A2_noPostSNV,svm,0.948718,0.947352,0.935590
Clear+BandShift,EMSC,3,45,EMSC,A2_noPostSNV,svm,0.820513,0.804206,0.772120
Clear,EMSC,3,45,EMSC,A2_noPostSNV,rbf_svm,0.897436,0.853408,0.870432
Clear+BandShift,EMSC,3,45,EMSC,A2_noPostSNV,rbf_svm,0.794872,0.669659,0.732877
Clear,EMSC,3,45,EMSC,A2_noPostSNV,rf,0.897436,0.885611,0.870108
Clear+BandShift,EMSC,3,45,EMSC,A2_noPostSNV,rf,0.871795,0.817357,0.837770
Clear,Detrend,3,45,Detrend,A2_noPostSNV,svm,0.820513,0.786111,0.774194
Clear+BandShift,Detrend,3,45,Detrend,A2_noPostSNV,svm,0.205128,0.056738,-0.083333
Clear,Detrend,3,45,Detrend,A2_noPostSNV,rbf_svm,0.743590,0.676768,0.673913
Clear+BandShift,Detrend,3,45,Detrend,A2_noPostSNV,rbf_svm,0.358974,0.196621,0.229249
Clear,Detrend,3,45,Detrend,A2_noPostSNV,rf,0.820513,0.698309,0.774194
Clear+BandShift,Detrend,3,45,Detrend,A2_noPostSNV,rf,0.794872,0.667037,0.739130
Clear,USP,4,46,none,A_postSNV,svm,0.974359,0.961039,0.967848
Clear+BandShift,USP,4,46,none,A_postSNV,svm,0.974359,0.961039,0.967848
Clear,USP,4,46,none,A_postSNV,rbf_svm,0.974359,0.968254,0.967715
Clear+BandShift,USP,4,46,none,A_postSNV,rbf_svm,0.948718,0.946703,0.935644
Clear,USP,4,46,none,A_postSNV,rf,0.948718,0.915079,0.935590
Clear+BandShift,USP,4,46,none,A_postSNV,rf,0.948718,0.919769,0.935323
Clear,SNV,4,46,SNV,A2_noPostSNV,svm,0.948718,0.945021,0.935644
Clear+BandShift,SNV,4,46,SNV,A2_noPostSNV,svm,0.794872,0.767357,0.745514
Clear,SNV,4,46,SNV,A2_noPostSNV,rbf_svm,0.948718,0.953530,0.935323
Clear+BandShift,SNV,4,46,SNV,A2_noPostSNV,rbf_svm,0.384615,0.227858,0.161290
Clear,SNV,4,46,SNV,A2_noPostSNV,rf,0.974359,0.968944,0.967688
Clear+BandShift,SNV,4,46,SNV,A2_noPostSNV,rf,0.897436,0.842224,0.870108
Clear,SG1,4,46,SG1,A2_noPostSNV,svm,0.846154,0.834844,0.805970
Clear+BandShift,SG1,4,46,SG1,A2_noPostSNV,svm,0.205128,0.056738,-0.104110
Clear,SG1,4,46,SG1,A2_noPostSNV,rbf_svm,0.846154,0.842216,0.802864
Clear+BandShift,SG1,4,46,SG1,A2_noPostSNV,rbf_svm,0.205128,0.108333,0.071429
Clear,SG1,4,46,SG1,A2_noPostSNV,rf,0.948718,0.927674,0.935000
Clear+BandShift,SG1,4,46,SG1,A2_noPostSNV,rf,0.666667,0.559380,0.570703
Clear,EMSC,4,46,EMSC,A2_noPostSNV,svm,0.897436,0.896711,0.872757
Clear+BandShift,EMSC,4,46,EMSC,A2_noPostSNV,svm,0.897436,0.879719,0.871499
Clear,EMSC,4,46,EMSC,A2_noPostSNV,rbf_svm,0.923077,0.930963,0.903306
Clear+BandShift,EMSC,4,46,EMSC,A2_noPostSNV,rbf_svm,0.743590,0.646955,0.673640
Clear,EMSC,4,46,EMSC,A2_noPostSNV,rf,0.948718,0.920459,0.935270
Clear+BandShift,EMSC,4,46,EMSC,A2_noPostSNV,rf,0.871795,0.828778,0.837229
Clear,Detrend,4,46,Detrend,A2_noPostSNV,svm,0.897436,0.874928,0.870216
Clear+BandShift,Detrend,4,46,Detrend,A2_noPostSNV,svm,0.256410,0.089471,-0.032877
Clear,Detrend,4,46,Detrend,A2_noPostSNV,rbf_svm,0.897436,0.871561,0.870108
Clear+BandShift,Detrend,4,46,Detrend,A2_noPostSNV,rbf_svm,0.384615,0.234716,0.252396
Clear,Detrend,4,46,Detrend,A2_noPostSNV,rf,0.948718,0.920459,0.935270
Clear+BandShift,Detrend,4,46,Detrend,A2_noPostSNV,rf,0.923077,0.851087,0.903226
Clear,USP,5,47,none,A_postSNV,svm,0.897436,0.901869,0.873479
Clear+BandShift,USP,5,47,none,A_postSNV,svm,0.948718,0.946662,0.936378
Clear,USP,5,47,none,A_postSNV,rbf_svm,0.923077,0.930037,0.904645
Clear+BandShift,USP,5,47,none,A_postSNV,rbf_svm,0.923077,0.930037,0.904645
Clear,USP,5,47,none,A_postSNV,rf,0.897436,0.899084,0.872236
Clear+BandShift,USP,5,47,none,A_postSNV,rf,0.897436,0.896561,0.873068
Clear,SNV,5,47,SNV,A2_noPostSNV,svm,0.897436,0.902523,0.873377
Clear+BandShift,SNV,5,47,SNV,A2_noPostSNV,svm,0.666667,0.488889,0.587805
Clear,SNV,5,47,SNV,A2_noPostSNV,rbf_svm,0.871795,0.893926,0.840556
Clear+BandShift,SNV,5,47,SNV,A2_noPostSNV,rbf_svm,0.384615,0.227858,0.161290
Clear,SNV,5,47,SNV,A2_noPostSNV,rf,0.897436,0.899084,0.872236
Clear+BandShift,SNV,5,47,SNV,A2_noPostSNV,rf,0.846154,0.829027,0.805648
Clear,SG1,5,47,SG1,A2_noPostSNV,svm,0.769231,0.723529,0.708714
Clear+BandShift,SG1,5,47,SG1,A2_noPostSNV,svm,0.179487,0.103704,0.053829
Clear,SG1,5,47,SG1,A2_noPostSNV,rbf_svm,0.871795,0.883598,0.839374
Clear+BandShift,SG1,5,47,SG1,A2_noPostSNV,rbf_svm,0.153846,0.066537,0.025000
Clear,SG1,5,47,SG1,A2_noPostSNV,rf,0.794872,0.740712,0.743210
Clear+BandShift,SG1,5,47,SG1,A2_noPostSNV,rf,0.589744,0.476326,0.473418
Clear,EMSC,5,47,EMSC,A2_noPostSNV,svm,0.897436,0.913228,0.873582
Clear+BandShift,EMSC,5,47,EMSC,A2_noPostSNV,svm,0.692308,0.553361,0.621053
Clear,EMSC,5,47,EMSC,A2_noPostSNV,rbf_svm,0.923077,0.929700,0.904490
Clear+BandShift,EMSC,5,47,EMSC,A2_noPostSNV,rbf_svm,0.538462,0.427849,0.380952
Clear,EMSC,5,47,EMSC,A2_noPostSNV,rf,0.897436,0.854817,0.870968
Clear+BandShift,EMSC,5,47,EMSC,A2_noPostSNV,rf,0.794872,0.687179,0.738912
Clear,Detrend,5,47,Detrend,A2_noPostSNV,svm,0.743590,0.682137,0.675541
Clear+BandShift,Detrend,5,47,Detrend,A2_noPostSNV,svm,0.358974,0.189451,0.165240
Clear,Detrend,5,47,Detrend,A2_noPostSNV,rbf_svm,0.846154,0.849348,0.807566
Clear+BandShift,Detrend,5,47,Detrend,A2_noPostSNV,rbf_svm,0.333333,0.205776,0.202203
Clear,Detrend,5,47,Detrend,A2_noPostSNV,rf,0.923077,0.933749,0.903862
Clear+BandShift,Detrend,5,47,Detrend,A2_noPostSNV,rf,0.897436,0.905724,0.870539
Clear,USP,6,48,none,A_postSNV,svm,0.923077,0.920910,0.904098
Clear+BandShift,USP,6,48,none,A_postSNV,svm,0.923077,0.925325,0.903226
Clear,USP,6,48,none,A_postSNV,rbf_svm,0.923077,0.931552,0.903624
Clear+BandShift,USP,6,48,none,A_postSNV,rbf_svm,0.923077,0.931552,0.903624
Clear,USP,6,48,none,A_postSNV,rf,0.897436,0.911905,0.871921
Clear+BandShift,USP,6,48,none,A_postSNV,rf,0.923077,0.920910,0.904098
Clear,SNV,6,48,SNV,A2_noPostSNV,svm,0.923077,0.924295,0.903862
Clear+BandShift,SNV,6,48,SNV,A2_noPostSNV,svm,0.666667,0.567460,0.588808
Clear,SNV,6,48,SNV,A2_noPostSNV,rbf_svm,0.923077,0.932859,0.903386
Clear+BandShift,SNV,6,48,SNV,A2_noPostSNV,rbf_svm,0.358974,0.203014,0.121622
Clear,SNV,6,48,SNV,A2_noPostSNV,rf,0.948718,0.948218,0.935644
Clear+BandShift,SNV,6,48,SNV,A2_noPostSNV,rf,0.897436,0.890124,0.870968
Clear,SG1,6,48,SG1,A2_noPostSNV,svm,0.846154,0.829545,0.804837
Clear+BandShift,SG1,6,48,SG1,A2_noPostSNV,svm,0.256410,0.068027,-0.034767
Clear,SG1,6,48,SG1,A2_noPostSNV,rbf_svm,0.794872,0.813873,0.740864
Clear+BandShift,SG1,6,48,SG1,A2_noPostSNV,rbf_svm,0.179487,0.088269,0.045872
Clear,SG1,6,48,SG1,A2_noPostSNV,rf,0.871795,0.869855,0.837229
Clear+BandShift,SG1,6,48,SG1,A2_noPostSNV,rf,0.743590,0.628927,0.673093
Clear,EMSC,6,48,EMSC,A2_noPostSNV,svm,0.897436,0.903559,0.872236
Clear+BandShift,EMSC,6,48,EMSC,A2_noPostSNV,svm,0.666667,0.502638,0.579253
Clear,EMSC,6,48,EMSC,A2_noPostSNV,rbf_svm,0.923077,0.928458,0.903783
Clear+BandShift,EMSC,6,48,EMSC,A2_noPostSNV,rbf_svm,0.769231,0.649470,0.704297
Clear,EMSC,6,48,EMSC,A2_noPostSNV,rf,0.948718,0.948218,0.935644
Clear+BandShift,EMSC,6,48,EMSC,A2_noPostSNV,rf,0.871795,0.837785,0.837905
Clear,Detrend,6,48,Detrend,A2_noPostSNV,svm,0.820513,0.831746,0.772689
Clear+BandShift,Detrend,6,48,Detrend,A2_noPostSNV,svm,0.410256,0.209444,0.272506
Clear,Detrend,6,48,Detrend,A2_noPostSNV,rbf_svm,0.794872,0.807840,0.742362
Clear+BandShift,Detrend,6,48,Detrend,A2_noPostSNV,rbf_svm,0.307692,0.168750,0.166930
Clear,Detrend,6,48,Detrend,A2_noPostSNV,rf,0.923077,0.925325,0.903226
Clear+BandShift,Detrend,6,48,Detrend,A2_noPostSNV,rf,0.897436,0.905983,0.871393
Clear,USP,7,49,none,A_postSNV,svm,0.923077,0.917154,0.904490
Clear+BandShift,USP,7,49,none,A_postSNV,svm,0.846154,0.837652,0.810526
Clear,USP,7,49,none,A_postSNV,rbf_svm,0.871795,0.878657,0.841849
Clear+BandShift,USP,7,49,none,A_postSNV,rbf_svm,0.846154,0.848545,0.811290
Clear,USP,7,49,none,A_postSNV,rf,0.846154,0.840904,0.808354
Clear+BandShift,USP,7,49,none,A_postSNV,rf,0.820513,0.830345,0.778768
Clear,SNV,7,49,SNV,A2_noPostSNV,svm,0.871795,0.878657,0.841849
Clear+BandShift,SNV,7,49,SNV,A2_noPostSNV,svm,0.589744,0.412141,0.498392
Clear,SNV,7,49,SNV,A2_noPostSNV,rbf_svm,0.871795,0.879775,0.841205
Clear+BandShift,SNV,7,49,SNV,A2_noPostSNV,rbf_svm,0.333333,0.171627,0.081522
Clear,SNV,7,49,SNV,A2_noPostSNV,rf,0.897436,0.918129,0.872445
Clear+BandShift,SNV,7,49,SNV,A2_noPostSNV,rf,0.871795,0.899471,0.841076
Clear,SG1,7,49,SG1,A2_noPostSNV,svm,0.846154,0.855164,0.805970
Clear+BandShift,SG1,7,49,SG1,A2_noPostSNV,svm,0.230769,0.062500,-0.056911
Clear,SG1,7,49,SG1,A2_noPostSNV,rbf_svm,0.769231,0.789474,0.708229
Clear+BandShift,SG1,7,49,SG1,A2_noPostSNV,rbf_svm,0.179487,0.091932,0.046600
Clear,SG1,7,49,SG1,A2_noPostSNV,rf,0.871795,0.866938,0.840686
Clear+BandShift,SG1,7,49,SG1,A2_noPostSNV,rf,0.487179,0.427299,0.368932
Clear,EMSC,7,49,EMSC,A2_noPostSNV,svm,0.871795,0.904902,0.842233
Clear+BandShift,EMSC,7,49,EMSC,A2_noPostSNV,svm,0.794872,0.810169,0.749196
Clear,EMSC,7,49,EMSC,A2_noPostSNV,rbf_svm,0.897436,0.920985,0.873274
Clear+BandShift,EMSC,7,49,EMSC,A2_noPostSNV,rbf_svm,0.717949,0.630111,0.642798
Clear,EMSC,7,49,EMSC,A2_noPostSNV,rf,0.846154,0.847619,0.809135
Clear+BandShift,EMSC,7,49,EMSC,A2_noPostSNV,rf,0.743590,0.665079,0.675271
Clear,Detrend,7,49,Detrend,A2_noPostSNV,svm,0.794872,0.812729,0.742786
Clear+BandShift,Detrend,7,49,Detrend,A2_noPostSNV,svm,0.358974,0.179487,0.227417
Clear,Detrend,7,49,Detrend,A2_noPostSNV,rbf_svm,0.717949,0.705113,0.639798
Clear+BandShift,Detrend,7,49,Detrend,A2_noPostSNV,rbf_svm,0.384615,0.262108,0.267032
Clear,Detrend,7,49,Detrend,A2_noPostSNV,rf,0.923077,0.936935,0.904020
Clear+BandShift,Detrend,7,49,Detrend,A2_noPostSNV,rf,0.897436,0.897884,0.873068
Clear,USP,8,50,none,A_postSNV,svm,0.948718,0.946662,0.936378
Clear+BandShift,USP,8,50,none,A_postSNV,svm,0.948718,0.946662,0.936378
Clear,USP,8,50,none,A_postSNV,rbf_svm,0.923077,0.925926,0.904878
Clear+BandShift,USP,8,50,none,A_postSNV,rbf_svm,0.923077,0.925926,0.904878
Clear,USP,8,50,none,A_postSNV,rf,0.948718,0.946662,0.936378
Clear+BandShift,USP,8,50,none,A_postSNV,rf,0.897436,0.903477,0.872757
Clear,SNV,8,50,SNV,A2_noPostSNV,svm,0.923077,0.940212,0.904645
Clear+BandShift,SNV,8,50,SNV,A2_noPostSNV,svm,0.769231,0.641386,0.711111
Clear,SNV,8,50,SNV,A2_noPostSNV,rbf_svm,0.948718,0.946662,0.936378
Clear+BandShift,SNV,8,50,SNV,A2_noPostSNV,rbf_svm,0.410256,0.262037,0.193345
Clear,SNV,8,50,SNV,A2_noPostSNV,rf,0.948718,0.946662,0.936378
Clear+BandShift,SNV,8,50,SNV,A2_noPostSNV,rf,0.897436,0.877303,0.871181
Clear,SG1,8,50,SG1,A2_noPostSNV,svm,0.820513,0.784283,0.778768
Clear+BandShift,SG1,8,50,SG1,A2_noPostSNV,svm,0.256410,0.068027,-0.028182
Clear,SG1,8,50,SG1,A2_noPostSNV,rbf_svm,0.871795,0.874822,0.840164
Clear+BandShift,SG1,8,50,SG1,A2_noPostSNV,rbf_svm,0.205128,0.113095,0.072141
Clear,SG1,8,50,SG1,A2_noPostSNV,rf,0.923077,0.910286,0.904723
Clear+BandShift,SG1,8,50,SG1,A2_noPostSNV,rf,0.692308,0.584864,0.615764
Clear,EMSC,8,50,EMSC,A2_noPostSNV,svm,0.923077,0.940212,0.904645
Clear+BandShift,EMSC,8,50,EMSC,A2_noPostSNV,svm,0.794872,0.737879,0.742149
Clear,EMSC,8,50,EMSC,A2_noPostSNV,rbf_svm,0.923077,0.925926,0.904878
Clear+BandShift,EMSC,8,50,EMSC,A2_noPostSNV,rbf_svm,0.743590,0.636965,0.670608
Clear,EMSC,8,50,EMSC,A2_noPostSNV,rf,0.923077,0.942520,0.904255
Clear+BandShift,EMSC,8,50,EMSC,A2_noPostSNV,rf,0.794872,0.730094,0.737815
Clear,Detrend,8,50,Detrend,A2_noPostSNV,svm,0.897436,0.888288,0.873479
Clear+BandShift,Detrend,8,50,Detrend,A2_noPostSNV,svm,0.358974,0.171024,0.181360
Clear,Detrend,8,50,Detrend,A2_noPostSNV,rbf_svm,0.871795,0.874822,0.840164
Clear+BandShift,Detrend,8,50,Detrend,A2_noPostSNV,rbf_svm,0.333333,0.203944,0.197785
Clear,Detrend,8,50,Detrend,A2_noPostSNV,rf,0.948718,0.959482,0.936222
Clear+BandShift,Detrend,8,50,Detrend,A2_noPostSNV,rf,0.923077,0.917154,0.904490
Clear,USP,9,51,none,A_postSNV,svm,1.000000,1.000000,1.000000
Clear+BandShift,USP,9,51,none,A_postSNV,svm,1.000000,1.000000,1.000000
Clear,USP,9,51,none,A_postSNV,rbf_svm,0.974359,0.978408,0.967980
Clear+BandShift,USP,9,51,none,A_postSNV,rbf_svm,0.974359,0.978408,0.967980
Clear,USP,9,51,none,A_postSNV,rf,0.974359,0.976912,0.967769
Clear+BandShift,USP,9,51,none,A_postSNV,rf,0.974359,0.973545,0.967742
Clear,SNV,9,51,SNV,A2_noPostSNV,svm,0.948718,0.955320,0.936275
Clear+BandShift,SNV,9,51,SNV,A2_noPostSNV,svm,0.769231,0.667888,0.715097
Clear,SNV,9,51,SNV,A2_noPostSNV,rbf_svm,0.974359,0.978408,0.967980
Clear+BandShift,SNV,9,51,SNV,A2_noPostSNV,rbf_svm,0.435897,0.309404,0.235294
Clear,SNV,9,51,SNV,A2_noPostSNV,rf,0.948718,0.888889,0.935537
Clear+BandShift,SNV,9,51,SNV,A2_noPostSNV,rf,0.897436,0.836241,0.870754
Clear,SG1,9,51,SG1,A2_noPostSNV,svm,0.923077,0.935774,0.902743
Clear+BandShift,SG1,9,51,SG1,A2_noPostSNV,svm,0.205128,0.093502,0.013061
Clear,SG1,9,51,SG1,A2_noPostSNV,rbf_svm,0.923077,0.909420,0.902985
Clear+BandShift,SG1,9,51,SG1,A2_noPostSNV,rbf_svm,0.128205,0.038760,-0.000755
Clear,SG1,9,51,SG1,A2_noPostSNV,rf,0.948718,0.926587,0.935590
Clear+BandShift,SG1,9,51,SG1,A2_noPostSNV,rf,0.615385,0.519564,0.507990
Clear,EMSC,9,51,EMSC,A2_noPostSNV,svm,0.948718,0.946662,0.936378
Clear+BandShift,EMSC,9,51,EMSC,A2_noPostSNV,svm,0.769231,0.788034,0.718750
Clear,EMSC,9,51,EMSC,A2_noPostSNV,rbf_svm,0.974359,0.978408,0.967980
Clear+BandShift,EMSC,9,51,EMSC,A2_noPostSNV,rbf_svm,0.717949,0.643838,0.641604
Clear,EMSC,9,51,EMSC,A2_noPostSNV,rf,1.000000,1.000000,1.000000
Clear+BandShift,EMSC,9,51,EMSC,A2_noPostSNV,rf,0.897436,0.856912,0.868797
